id,coodx,coody,z1,z2,z3,target,trend
0,0,0,1.4761207356569137,0.6221089460808072,2.622553587924207,2.927588566828187,0.0
1,1,0,1.5678932237917471,0.5955441901313924,2.7067083693550087,3.147815402744787,0.0757575757575757
2,2,0,1.6532198755610703,0.6086085169820943,2.7794565031945204,3.340224696156701,0.1515151515151515
3,3,0,1.7313571032970083,0.7603654229277688,2.8399202831709487,3.4700303295745414,0.2272727272727273
4,4,0,1.8014968005991,0.4125020805664802,2.887314595138421,3.730572428234584,0.303030303030303
5,5,0,1.862783105946134,0.2402696086069249,2.9209532124263533,3.908044351332492,0.3787878787878788
6,6,0,1.9143321581536796,-0.2145061717744385,2.940254281174304,4.028902238697107,0.4545454545454546
7,7,0,1.95525408519885,-0.6951522845656297,2.9447449534804213,3.9954696514182766,0.5303030303030303
8,8,0,1.9846764336460656,-0.7768633850647735,2.9340651331836427,4.0360938348374935,0.6060606060606061
9,9,0,2.001768241339633,-1.1110133434024072,2.907970306358395,3.944443093475737,0.6818181818181819
10,10,0,2.0057639789170305,-1.1233358266095248,2.866333436066673,3.958117385290127,0.7575757575757576
11,11,0,1.9959866328590716,-1.3029536829308368,2.80914590852435,3.863402522221646,0.8333333333333333
12,12,0,1.9718692703376048,-1.7309320404465858,2.7365175255335745,3.571389074724467,0.9090909090909092
13,13,0,1.932974509666784,-1.8730951798520497,2.648675545749508,3.4175220201538745,0.984848484848485
14,14,0,1.8790114150763149,-2.32306237406437,2.545962785022663,2.966104430849468,1.0606060606060606
15,15,0,1.809849436142963,-2.441012421930079,2.428834793627221,2.761662304536054,1.1363636363636365
16,16,0,1.72552911606889,-2.4556705455510084,2.297856135588087,2.63725333821089,1.2121212121212122
17,17,0,1.6262693949914984,-2.6336270440883767,2.153695802495904,2.3290507952697275,1.2878787878787878
18,18,0,1.5124714310992236,-2.4211201223708936,1.997121801092139,2.403122685257534,1.3636363636363638
19,19,0,1.3847189506249074,-2.491861463836431,1.8289949604596507,2.17931339951981,1.4393939393939392
20,20,0,1.243775215649256,-2.3828007903187705,1.650262010816278,2.1212160796556274,1.5151515151515151
21,21,0,1.090576764708561,-2.1556397243398133,1.4619479916302602,2.155176129458708,1.590909090909091
22,22,0,0.926224134873047,-2.227198954471595,1.2651480520120018,1.9136233534828129,1.6666666666666663
23,23,0,0.7519698153801958,-1.9873659602203773,1.0610187110453386,1.936416692800413,1.7424242424242424
24,24,0,0.5692037128471381,-2.0460209850650464,0.8507686498666497,1.711541183668681,1.8181818181818183
25,25,0,0.3794364278495598,-2.077794271410241,0.6356491108498336,1.517941997171453,1.893939393939394
26,26,0,0.1842806539323223,-1.935780986016244,0.4169439821824827,1.4839292768344643,1.96969696969697
