,x,y,filed_1,filed_2,filed_3,z,z_trend
0,0,0,1.4761207356569137,0.6221089460808072,2.622553587924207,1.653362187776678,-1.2019476028490341
1,1,0,1.6532198755610705,0.6076314668948739,2.5536602171253087,1.437424774745652,-1.4404415473999006
2,2,0,1.8014968005991,0.5743277863305711,2.4776876975335496,1.3172594849610368,-1.5549564330802752
3,3,0,1.9143321581536794,0.5235654697264086,2.3957884977681356,1.2987003606194294,-1.5382619179701946
4,4,0,1.9846764336460658,0.4565711106630484,2.3091303729481183,1.3820917606616585,-1.3883585649040073
5,5,0,2.0057639789170305,0.37431011757723626,2.2188615556554345,1.562437515432764,-1.1085575527205762
6,6,0,1.9718692703376046,0.2774127785089552,2.1260767523648725,1.8298066016813719,-0.7073486700119994
7,7,0,1.8790114150763149,0.16615407371297483,2.0317852255315354,2.169953041960185,-0.19806185404351753
8,8,0,1.72552911606889,0.040490237982326184,1.9368821872292616,2.565104257568133,0.40166423178018484
9,9,0,1.5124714310992236,-0.09984970206050536,1.8421246269050953,2.994872063852405,1.0705853957629314
10,10,0,1.243775215649256,-0.2552239203460092,1.7481125466089271,3.437242380580308,1.7846988568000224
11,11,0,0.926224134873047,-0.42590014562570716,1.6552763869811435,3.8696022260795724,2.5182001595157595
12,12,0,0.5692037128471381,-0.6118548048569334,1.5638712030247182,4.269764809485949,3.2445119164685767
13,13,0,0.18428065393232235,-0.8125659645289784,1.4739778983814558,4.616955237575872,3.9373433647185556
14,14,0,-0.21535734411049148,-1.0268184359468473,1.3855115597424927,4.892720762879573,4.571738495580542
15,15,0,-0.6155617001534689,-1.252539417881298,1.2982366592076453,5.081731262732186,5.125070971937167
16,16,0,-1.0019428738855523,-1.4866816774532905,1.2117886223268102,5.172438555423489,5.577946168898203
17,17,0,-1.3606105095720813,-1.7251685857713195,1.125701003671022,5.157567921588919,5.914974376291634
18,18,0,-1.6788944599577085,-1.9629114911326506,1.0394372801443608,5.034422157269281,6.1253843378432045
19,19,0,-1.9460069100483905,-2.193905175722519,0.9524260741137539,4.804987501877035,6.203452667173381
20,20,0,-2.1536052123820313,-2.4114018151060175,0.8640984618841414,4.475841203502988,6.148732021151131
21,21,0,-2.296215598734068,-2.6081583027318826,0.7739259146740828,4.057871226551338,5.966068934052884
22,22,0,-2.3714813821548804,-2.776746394809491,0.681457363881295,3.5658283721420156,5.665410601535041
23,23,0,-2.380207214150579,-2.909910250085724,0.5863538829387273,3.017738613571729,5.261408317333361
24,24,0,-2.3261843441751022,-3.000951929265647,0.488419535232023,2.434207807841374,4.77283337241653
25,25,0,-2.215800459311562,-3.0441225704553823,0.38762705002487374,1.8376517285272125,4.221828702851491
26,26,0,-2.057460052286869,-3.0349954855733223,0.2841371526730911,1.2514818313051088,3.633026120818524
27,27,0,-1.8608646167665053,-2.9707974537518393,0.1783105861699784,0.6992722114263339,3.032564321989787
28,28,0,-1.6362226631230343,-2.850676048001374,0.0707121110412501,0.2039272356037931,2.44704681821831
29,29,0,-1.3934736854024257,-2.675883846351016,-0.037893948940663016,-0.21313604978278877,1.902481339472626
30,30,0,-1.1416143783233206,-2.4498646773057633,-0.14655674676195268,-0.5327798991488302,1.4232429877150885
