id,coodx,coody,z1,z2,z3,target,trend
0,0,0,1.4761207356569137,0.6221089460808072,2.622553587924207,1.653362187776678,-1.201947602849034
1,1,0,1.5678932237917471,0.5955441901313924,2.7067083693550087,1.500866448163445,-1.4404415473999006
2,2,0,1.6532198755610703,0.6086085169820943,2.7794565031945204,1.4831071264841376,-1.5549564330802752
3,3,0,1.7313571032970083,0.7603654229277688,2.8399202831709487,1.6606207016335457,-1.5382619179701946
4,4,0,1.8014968005991,0.4125020805664802,2.887314595138421,1.68487172075893,-1.388358564904007
5,5,0,1.862783105946134,0.2402696086069249,2.9209532124263533,1.9215312862784284,-1.1085575527205762
6,6,0,1.9143321581536796,-0.2145061717744385,2.940254281174304,2.1103505690432924,-0.7073486700119994
7,7,0,1.95525408519885,-0.6951522845656297,2.9447449534804213,2.377852893827266,-0.1980618540435175
8,8,0,1.9846764336460656,-0.7768633850647735,2.9340651331836427,2.938430267592442,0.4016642317801848
9,9,0,2.001768241339633,-1.1110133434024072,2.907970306358395,3.413521821574468,1.0705853957629314
10,10,0,2.0057639789170305,-1.1233358266095248,2.866333436066673,4.093231215432543,1.7846988568000224
11,11,0,1.9959866328590716,-1.3029536829308368,2.80914590852435,4.683541515900879,2.5182001595157595
12,12,0,1.9718692703376048,-1.7309320404465858,2.7365175255335745,5.113298237791717,3.2445119164685767
13,13,0,1.932974509666784,-1.8730951798520497,2.648675545749508,5.648755802399699,3.937343364718556
14,14,0,1.8790114150763149,-2.32306237406437,2.545962785022663,5.939931831673839,4.571738495580542
15,15,0,1.809849436142963,-2.441012421930079,2.428834793627221,6.314908231902448,5.125070971937167
16,16,0,1.72552911606889,-2.4556705455510084,2.297856135588087,6.629429753101382,5.577946168898203
17,17,0,1.6262693949914984,-2.6336270440883767,2.153695802495904,6.722660126132324,5.914974376291634
18,18,0,1.5124714310992236,-2.4211201223708936,1.997121801092139,6.887858387591591,6.1253843378432045
19,19,0,1.3847189506249074,-2.491861463836431,1.8289949604596507,6.751163813215258,6.203452667173381
20,20,0,1.243775215649256,-2.3828007903187705,1.650262010816278,6.566762923019381,6.148732021151131
21,21,0,1.090576764708561,-2.1556397243398133,1.4619479916302602,6.306850525915588,5.966068934052884
22,22,0,0.926224134873047,-2.227198954471595,1.2651480520120018,5.754338286497077,5.665410601535041
