id,coodx,coody,z1,z2,z3,target,trend
0,0,0,1.4761207356569137,0.6221089460808072,2.622553587924207,10.427588566828188,7.5
1,1,0,1.5678932237917471,0.5955441901313924,2.7067083693550087,10.572057826987212,7.5
2,2,0,1.6532198755610703,0.6086085169820943,2.7794565031945204,10.688709544641547,7.5
3,3,0,1.7313571032970083,0.7603654229277688,2.8399202831709487,10.742757602301817,7.5
4,4,0,1.8014968005991,0.4125020805664802,2.887314595138421,10.92754212520428,7.5
5,5,0,1.862783105946134,0.2402696086069249,2.9209532124263533,11.029256472544612,7.5
6,6,0,1.9143321581536796,-0.2145061717744385,2.940254281174304,11.074356784151652,7.5
7,7,0,1.95525408519885,-0.6951522845656297,2.9447449534804213,10.965166621115246,7.5
8,8,0,1.9846764336460656,-0.7768633850647735,2.9340651331836427,10.930033228776889,7.5
9,9,0,2.001768241339633,-1.1110133434024072,2.907970306358395,10.762624911657555,7.5
10,10,0,2.0057639789170305,-1.1233358266095248,2.866333436066673,10.700541627714369,7.5
11,11,0,1.9959866328590716,-1.3029536829308368,2.80914590852435,10.530069188888312,7.5
12,12,0,1.9718692703376048,-1.7309320404465858,2.7365175255335745,10.162298165633558,7.5
13,13,0,1.932974509666784,-1.8730951798520497,2.648675545749508,9.93267353530539,7.5
14,14,0,1.8790114150763149,-2.32306237406437,2.545962785022663,9.405498370243407,7.5
15,15,0,1.809849436142963,-2.441012421930079,2.428834793627221,9.125298668172418,7.5
16,16,0,1.72552911606889,-2.4556705455510084,2.297856135588087,8.925132126089679,7.5
17,17,0,1.6262693949914984,-2.6336270440883767,2.153695802495904,8.541172007390939,7.5
18,18,0,1.5124714310992236,-2.4211201223708936,1.997121801092139,8.53948632162117,7.5
19,19,0,1.3847189506249074,-2.491861463836431,1.8289949604596507,8.239919460125872,7.5
20,20,0,1.243775215649256,-2.3828007903187705,1.650262010816278,8.106064564504113,7.5
21,21,0,1.090576764708561,-2.1556397243398133,1.4619479916302602,8.064267038549618,7.5
22,22,0,0.926224134873047,-2.227198954471595,1.2651480520120018,7.746956686816146,7.5
23,23,0,0.7519698153801958,-1.9873659602203773,1.0610187110453386,7.693992450376171,7.5
24,24,0,0.5692037128471381,-2.0460209850650464,0.8507686498666497,7.393359365486862,7.5
25,25,0,0.3794364278495598,-2.077794271410241,0.6356491108498336,7.124002603232059,7.5
26,26,0,0.1842806539323223,-1.935780986016244,0.4169439821824827,7.014232307137495,7.5
27,27,0,-0.0145689851640308,-2.120105182869694,0.1959596484019056,6.665982264390239,7.5
28,28,0,-0.2153573441104914,-1.9937450970348407,-0.0259853109175756,6.603466539066132,7.5
29,29,0,-0.4162910969333261,-2.050525252234828,-0.2475704911829617,6.41913056379952,7.5
30,30,0,-0.6155617001534689,-2.1274200986972627,-0.4674840180885342,6.239286407083795,7.5
31,31,0,-0.8113686708579226,-1.9137107317097135,-0.6844328051927071,6.313987634083814,7.5
32,32,0,-1.0019428738855525,-1.9945287833721488,-0.8971526318208188,6.162362765565554,7.5
33,33,0,-1.1855695118657028,-1.8237255081440784,-1.104417961080033,6.213553530546596,7.5
34,34,0,-1.3606105095720813,-1.8193953583780111,-1.3050514201459251,6.142573566496479,7.5
35,35,0,-1.5255259805181272,-2.023791002699604,-1.497932867974714,5.915312569777472,7.5
36,36,0,-1.6788944599577085,-1.9615640469040283,-1.6820079791828453,5.900909393671453,7.5
37,37,0,-1.8194315858941688,-2.137542467310212,-1.856296276985908,5.695987003414717,7.5
38,38,0,-1.9460069100483903,-1.9977993479308025,-2.019898552764834,5.756738456410127,7.5
39,39,0,-2.0576585258607407,-1.7900159951528136,-2.172003614989079,5.864130681158616,7.5
40,40,0,-2.1536052123820317,-1.8111338417842269,-2.311894315829845,5.801705714387461,7.5
41,41,0,-2.2332558130917173,-1.6426844652236288,-2.438952809793705,5.876209445976479,7.5
42,42,0,-2.296215598734068,-1.8380066358338103,-2.552665005047833,5.699616976192676,7.5
43,43,0,-2.34228940423342,-1.917763442122232,-2.652624174739204,5.60369077492368,7.5
44,44,0,-2.3714813821548804,-1.8274123100710291,-2.738533702476168,5.6398581695509415,7.5
45,45,0,-2.3839912789072693,-1.8779849291988573,-2.8102089431851387,5.573361259117549,7.5
46,46,0,-2.380207214150579,-1.6152304263094184,-2.867578187719296,5.733240571279138,7.5
47,47,0,-2.36069502717457,-1.6309451908989685,-2.910682726821173,5.700344871262136,7.5
48,48,0,-2.3261843441751022,-1.7220092683863082,-2.939676017268644,5.618846013341871,7.5
49,49,0,-2.277551614559103,-1.7212332609892846,-2.954821960203829,5.602357776075296,7.5
50,50,0,-2.215800459311562,-1.9556630506364536,-2.956492308700533,5.414040241909985,7.5
51,51,0,-2.142039766310233,-1.86369852337648,-2.9451632285098786,5.472784616098736,7.5
52,52,0,-2.057460052286869,-1.8613048227922917,-2.921411042581193,5.464895709811282,7.5
53,53,0,-1.9633086848573305,-1.937032258901885,-2.8859071963338274,5.399486296121342,7.5
54,54,0,-1.8608646167665053,-1.8892994987252052,-2.83941248670332,5.430977765488775,7.5
55,55,0,-1.751413324645639,-2.1535443437425665,-2.78277060365706,5.212792014419214,7.5
56,56,0,-1.6362226631230343,-2.205700205006752,-2.716901038124312,5.165875357131412,7.5
57,57,0,-1.5165203397447884,-2.2446492571402894,-2.642791415074526,5.131772789057395,7.5
58,58,0,-1.3934736854024257,-2.342296497615269,-2.561489314768864,5.044487356292817,7.5
59,59,0,-1.2681723383776011,-2.215306993967723,-2.474093648971513,5.165261771124953,7.5
60,60,0,-1.1416143783233206,-2.3746400630107938,-2.381745662112183,5.025020245747425,7.5
61,61,0,-1.0146963412432366,-2.474383589242369,-2.2856196300161478,4.936726468517264,7.5
62,62,0,-0.8882074206379834,-2.585388236798497,-2.1869133308459165,4.835250096877974,7.5
63,63,0,-0.7628280173232105,-2.845461105167788,-2.086838364316261,4.566141130651253,7.5
64,64,0,-0.6391326457678109,-2.819945340611393,-1.986610396043916,4.6123550309011865,7.5
65,65,0,-0.5175970436812551,-2.8840994729335185,-1.887439404072808,4.560204019652355,7.5
66,66,0,-0.3986091700758168,-2.779585272689314,-1.7905200041769769,4.704472476141592,7.5
67,67,0,-0.2824836215306094,-2.455692774698301,-1.6970219294948778,5.0750650697106,7.5
68,68,0,-0.169478853329604,-2.209806218086173,-1.608080738402183,5.341133572006554,7.5
69,69,0,-0.0598164677507583,-1.7027089148656642,-1.5247888223036086,5.781303888248761,7.5
70,70,0,0.0462982682338724,-1.3328409000452712,-1.44818678223924,6.054114264410243,7.5
71,71,0,0.1486555842688909,-1.0680863986136355,-1.379255239884018,6.2327576508715765,7.5
72,72,0,0.2470209927489061,-0.765225984871286,-1.3189071447007823,6.400304387487411,7.5
73,73,0,0.3411166469327649,-0.7303071102660167,-1.267980634722483,6.458573554954217,7.5
74,74,0,0.4306051821154077,-0.576539158606559,-1.2272325037253156,6.549532092173754,7.5
75,75,0,0.5150768775130964,-0.505336496609914,-1.1973323224536,6.6075773939022495,7.5
76,76,0,0.5940408673673596,-0.5852376860571716,-1.178857256112679,6.616840480319354,7.5
